time_ms,band0,band1,band2,band3,band4,band5,band6,band7,total
137,12.4396,12.3942,5.29912,3.38119,1.07151,0.189023,0.0437746,0.0200118,34.8384
138,10.9973,10.9568,4.70758,3.01549,0.969669,0.175413,0.0404797,0.0184183,30.8812
139,11.1769,11.1354,4.79311,3.07575,0.996076,0.182633,0.0423013,0.0191409,31.4213
140,10.6646,10.6248,4.52237,2.89351,0.94484,0.189545,0.0521512,0.0234891,29.9153
141,11.0115,10.9701,4.7084,3.02206,0.987518,0.188801,0.0462501,0.0207182,30.9553
142,8.8728,8.8392,3.65252,2.2899,0.69367,0.112913,0.0234959,0.0104728,24.495
143,10.0051,9.96692,4.0928,2.56265,0.779278,0.130007,0.0278512,0.012345,27.5769
144,9.27398,9.23835,3.7538,2.33502,0.696519,0.112885,0.0238515,0.0105171,25.4449
145,9.34761,9.31145,3.82036,2.38963,0.723705,0.119139,0.0249694,0.010953,25.7478
146,7.82284,7.79237,3.15287,1.95649,0.579191,0.0918454,0.0187589,0.00819067,21.4226
147,8.81122,8.77668,3.60858,2.2679,0.707685,0.130498,0.0321743,0.0139812,24.3487
148,8.55176,8.51801,3.4761,2.16763,0.651219,0.105899,0.0220542,0.00952954,23.5022
149,8.38107,8.34776,3.35276,2.07345,0.610033,0.0961963,0.0194803,0.00837232,22.8891
150,8.19111,8.15834,3.25167,2.0074,0.593952,0.098284,0.0215431,0.00921821,22.3315
151,7.38766,7.35792,2.81998,1.69688,0.459826,0.061825,0.0106954,0.00455253,19.7993
152,7.50929,7.47885,2.95783,1.81538,0.524794,0.0810228,0.016183,0.00685348,20.3902
153,8.02563,7.99288,3.29091,2.09032,0.707404,0.181634,0.0679547,0.0286312,22.3854
154,6.9506,6.92206,2.64334,1.58853,0.43061,0.0586779,0.0103958,0.00435732,18.6086
155,6.02332,5.99842,2.27521,1.36519,0.371072,0.0514086,0.00920536,0.00383841,16.0977
156,6.56702,6.53972,2.52117,1.52552,0.424497,0.0616792,0.0116818,0.00484993,17.6561
157,6.61292,6.58524,2.48795,1.49174,0.407083,0.0577656,0.0107908,0.00445638,17.6579
158,5.9888,5.96358,2.21301,1.3107,0.342672,0.0441919,0.00742091,0.00304869,15.8734
159,5.0166,4.99533,1.82422,1.07165,0.275086,0.0350324,0.00593959,0.00242718,13.2263
160,5.76117,5.73659,2.13941,1.27233,0.339148,0.0465234,0.00848441,0.00345243,15.3071
161,6.20137,6.17475,2.265,1.33512,0.347372,0.0458578,0.00812287,0.00328713,16.3809
162,5.38445,5.3612,1.97103,1.16615,0.309022,0.0428044,0.00797021,0.00321006,14.2458
163,5.57542,5.55119,2.01876,1.18448,0.30437,0.0391817,0.00671752,0.00268963,14.6828
164,5.03015,5.00815,1.76034,1.01107,0.242475,0.0268913,0.00395842,0.0015779,13.0846
165,4.96589,4.94405,1.81121,1.07279,0.289332,0.043203,0.00879751,0.00348847,13.1388
166,4.87597,4.85439,1.7481,1.02115,0.259272,0.0319551,0.00517175,0.0020414,12.798
167,5.14575,5.12285,1.85903,1.09182,0.283858,0.0381382,0.00687783,0.00270085,13.551
168,5.05531,5.03268,1.88777,1.14083,0.33614,0.0649493,0.0177818,0.00695652,13.5424
169,4.87792,4.85595,1.72259,0.997624,0.247921,0.0300864,0.0048216,0.00187495,12.7388
170,4.21676,4.19765,1.48147,0.85649,0.212786,0.026203,0.00431611,0.00166894,10.9973
171,4.75893,4.73724,1.67267,0.966989,0.240173,0.0295661,0.00486761,0.00187307,12.4123
172,4.21812,4.19878,1.55581,0.946736,0.307502,0.0881396,0.0354009,0.0135791,11.3641
173,3.44335,3.42748,1.16874,0.66373,0.157995,0.0186453,0.00305232,0.00116324,8.88416
174,3.8885,3.87047,1.32618,0.754684,0.179897,0.0207069,0.00319255,0.00121132,10.0448
175,3.88363,3.86551,1.34761,0.781932,0.210369,0.0416595,0.0137406,0.00518206,10.1496
176,3.25712,3.24184,1.09549,0.623166,0.154257,0.0224144,0.0049782,0.00187127,8.40114
177,3.53376,3.5171,1.2269,0.711928,0.187807,0.0305748,0.0072681,0.00271571,9.21805
178,3.88438,3.86596,1.30988,0.742161,0.176069,0.0204853,0.00323521,0.00120416,10.0034
179,2.74768,2.73458,0.874511,0.479289,0.103095,0.0100163,0.00133744,0.000495064,6.951
180,3.01944,3.00496,0.970591,0.533974,0.115453,0.0111446,0.00146565,0.000539883,7.65756
181,2.90444,2.89043,0.916295,0.499246,0.105416,0.00989082,0.00128073,0.000469581,7.32746
182,3.53963,3.52247,1.19605,0.681138,0.167208,0.0222731,0.00425183,0.00155232,9.13458
183,3.1153,3.10011,1.03996,0.589138,0.14378,0.0195395,0.00383799,0.0013935,8.01306
184,2.93502,2.92063,0.932701,0.51108,0.11015,0.010719,0.00141533,0.000511338,7.42223
185,2.71907,2.70567,0.882049,0.489125,0.109239,0.0113598,0.00159925,0.000574879,6.91869
186,2.63351,2.62046,0.833832,0.457254,0.100139,0.0105324,0.00154874,0.000554311,6.65782
187,2.60869,2.5957,0.832187,0.458226,0.101146,0.0105598,0.00152188,0.000542117,6.60858
188,2.4675,2.45515,0.7776,0.425654,0.0930435,0.00980958,0.0014564,0.000516366,6.23073
189,2.32626,2.31455,0.728469,0.398678,0.0883994,0.0101028,0.00168687,0.000594136,5.86874
190,2.24511,2.23375,0.681482,0.364129,0.0731781,0.00708755,0.00183397,0.000643624,5.60722
191,2.46956,2.457,0.754513,0.405343,0.0836876,0.00831742,0.00145227,0.000507501,6.18038
192,2.63971,2.62621,0.813175,0.437515,0.0893638,0.00782226,0.000925117,0.000321493,6.61505
193,2.09068,2.07993,0.606876,0.3171,0.060513,0.00493715,0.000569981,0.000197157,5.1608
194,1.92451,1.91457,0.579962,0.310451,0.0646288,0.00671891,0.00107483,0.0003697,4.80229
195,2.08968,2.07883,0.608204,0.317429,0.0599129,0.00469921,0.000518771,0.000177686,5.15945
196,1.80515,1.79573,0.520529,0.270327,0.0502693,0.00380895,0.000401998,0.000137047,4.44635
197,2.19533,2.18381,0.67754,0.367486,0.0789447,0.00814795,0.00116785,0.000395994,5.51283
198,1.99802,1.98748,0.588059,0.309758,0.0606038,0.00516034,0.000613154,0.000207149,4.9499
199,1.76454,1.75519,0.518245,0.272843,0.0534641,0.00463373,0.000573334,0.000192687,4.36969
200,1.67438,1.66547,0.483478,0.251976,0.0480032,0.00398201,0.000473348,0.000158419,4.12792
201,1.69913,1.69004,0.491765,0.257981,0.051164,0.00488649,0.000701154,0.000233466,4.19591
202,1.68369,1.67463,0.486475,0.254159,0.0489541,0.00413193,0.000494618,0.00016376,4.1527
203,1.57424,1.56573,0.445836,0.230284,0.0431337,0.00361957,0.000464005,0.000153028,3.86347
204,1.7623,1.75273,0.501869,0.25996,0.0488357,0.00393861,0.000450867,0.000148,4.33023
205,1.63235,1.62344,0.465443,0.241866,0.0463169,0.00397215,0.000486268,0.000158793,4.01403
206,1.21689,1.21022,0.334626,0.170287,0.0306131,0.00231612,0.000249987,8.12936e-05,2.96529
207,1.25142,1.24453,0.352159,0.182359,0.0351838,0.00325526,0.000449219,0.000145267,3.0695
208,1.38179,1.37413,0.379151,0.192198,0.0338421,0.00239859,0.000241047,7.75808e-05,3.36383
209,1.32652,1.31914,0.359597,0.180933,0.0311511,0.00213114,0.000210758,6.75522e-05,3.21976
210,1.30922,1.3019,0.359707,0.186027,0.0393653,0.00695242,0.0022139,0.000705378,3.20609
211,1.18611,1.17945,0.318307,0.159761,0.027619,0.00194724,0.00019685,6.24645e-05,2.87345
212,1.25824,1.25113,0.342896,0.174188,0.0316299,0.00254575,0.000298851,9.43611e-05,3.06102
213,1.09831,1.09209,0.295018,0.148585,0.0262221,0.00197124,0.000214764,6.75472e-05,2.66247
214,1.17331,1.16663,0.303815,0.149139,0.0240259,0.00145985,0.000125987,3.9433e-05,2.81854
215,1.02529,1.01942,0.258656,0.125095,0.0193628,0.00111491,9.72047e-05,3.02736e-05,2.44906
216,0.988002,0.982321,0.253235,0.123761,0.0198503,0.00123581,0.000112344,3.4822e-05,2.36855
217,1.05195,1.04587,0.284406,0.143951,0.0259788,0.00207729,0.000240319,7.41967e-05,2.55455
218,1.02552,1.01957,0.266203,0.131237,0.0216088,0.00138434,0.000124622,3.82871e-05,2.46568
219,1.10179,1.09537,0.286021,0.141002,0.0233013,0.00154111,0.000147685,4.51603e-05,2.64923
220,1.06413,1.0579,0.282276,0.141508,0.0250238,0.0019966,0.000238708,7.25553e-05,2.57315
221,1.0096,1.00366,0.253688,0.122504,0.0189279,0.00108213,8.86418e-05,2.68588e-05,2.40958
222,0.709178,0.704989,0.166206,0.077166,0.0106633,0.000508673,3.68486e-05,1.11098e-05,1.66876
223,1.02374,1.01767,0.271245,0.136795,0.0252268,0.00228905,0.000310162,9.29893e-05,2.47737
224,0.919309,0.91383,0.233536,0.114128,0.0186466,0.00125145,0.000123546,3.69247e-05,2.20086
225,0.841432,0.836394,0.198201,0.092412,0.0129881,0.000642216,4.75989e-05,1.4158e-05,1.98213
226,0.858874,0.853709,0.214339,0.104054,0.0169289,0.00117478,0.000120628,3.57212e-05,2.04924
227,0.787602,0.782845,0.18816,0.0886758,0.013058,0.000778867,8.26817e-05,2.43801e-05,1.86123
228,0.889869,0.884471,0.213772,0.101136,0.0149537,0.000813664,6.4554e-05,1.89377e-05,2.1051
229,0.708553,0.704236,0.164852,0.0765947,0.0107881,0.000558387,4.61609e-05,1.348e-05,1.66564
230,0.624743,0.62092,0.150564,0.0717453,0.0110701,0.000696873,6.65552e-05,1.93262e-05,1.47983
