time_ms,band0,band1,band2,band3,band4,band5,band6,band7,total
37,61.1635,43.8218,27.0416,23.6797,18.8,13.0501,9.29932,6.74132,203.597
38,44.3088,24.9186,11.0872,9.20301,7.35037,5.1623,3.71735,2.42066,108.168
39,27.2257,14.9493,4.60976,3.95803,3.18774,2.28258,1.67554,1.14986,59.0384
40,33.9164,19.252,6.85901,5.94292,4.6141,3.0928,2.13591,1.51276,77.3259
41,42.3536,25.8738,11.4157,9.67457,7.43141,4.91997,3.3741,2.27908,107.322
42,33.8608,21.158,10.784,9.71428,8.1159,6.15448,4.70932,3.46221,97.9591
43,37.1701,24.3622,12.7412,10.8585,8.83755,6.41705,4.72976,3.05993,108.176
44,39.6045,24.4877,14.2557,12.0394,9.61368,6.77105,4.86642,3.1755,114.814
45,49.419,34.6071,21.0518,18.2368,13.8009,8.87484,5.86878,4.11848,155.978
46,37.5251,21.7697,11.3824,9.22306,7.02852,4.58473,3.08285,1.90003,96.4964
47,32.9042,18.2197,6.6395,5.55643,4.13505,2.61596,1.72444,1.14175,72.937
48,27.5874,15.8611,7.61163,6.33556,4.66262,2.87804,1.84582,1.19351,67.9757
49,28.4513,16.7657,7.87379,6.42589,4.74603,2.94241,1.88963,1.19554,70.2903
50,29.2544,16.5905,7.51794,6.25784,4.62473,2.87743,1.85774,1.19781,70.1783
51,29.6353,18.5395,9.9052,8.38394,6.37547,4.15916,2.78868,1.84787,81.6351
52,23.8967,12.5626,5.39532,4.46187,3.19351,1.88711,1.16337,0.756586,53.3171
53,21.9454,11.5088,5.70195,4.5238,3.24721,1.92584,1.18892,0.715408,50.7574
54,20.4027,10.7572,4.26855,3.55933,2.53401,1.49113,0.918401,0.587396,44.5187
55,21.7734,12.8252,6.04855,4.9495,3.44707,1.94806,1.15372,0.727079,52.8726
56,17.0179,8.27802,3.01886,2.26836,1.61287,0.945672,0.578246,0.315822,34.0358
57,17.2783,7.51413,2.16646,1.69709,1.21517,0.720724,0.444315,0.24921,31.2853
58,18.4009,9.56576,4.53219,3.63843,2.65191,1.62258,1.02764,0.614054,42.0535
59,17.2592,9.62901,5.01328,4.10399,2.834,1.58065,0.922024,0.580452,41.9226
60,18.6199,9.9811,5.8018,4.76747,3.30063,1.8413,1.06856,0.675217,46.056
61,14.8097,6.60265,2.45515,1.92454,1.32666,0.737158,0.427243,0.243229,28.5263
62,13.6308,7.27627,3.59381,2.80867,1.81427,0.905532,0.478503,0.283082,30.7909
63,14.5498,6.54184,2.33697,1.8843,1.27111,0.685066,0.387627,0.234497,27.8912
64,14.2078,7.58571,4.66098,3.96167,3.02368,2.00798,1.35704,0.859186,37.6641
65,16.1763,8.41105,3.59754,2.80238,1.86422,0.974795,0.532812,0.30105,34.6602
66,10.611,4.74162,2.0655,1.62113,1.11844,0.626723,0.365966,0.205866,21.3562
